Title,SJR,H index,IPP,SNIP,Total Docs. (2023),Total Docs. (3years),Total Refs.,Est. value (USD) (2023),Total Cites (3years),Self-Cites/Total Cites (3years),Uncited Docs./Total Docs. (3years),Citable Docs. (3years),Cites / Doc. (2years),Ref. / Doc.,Coverage_Duration,Publisher,Labels
Intensive Care Medicine,6.232,246,18.27105263,5.810437789,326,1053,5385,7763183,9056,0.023741166,0.32668566,405,7.07,16.52,49,Springer Science and Business Media Deutschland GmbH,1
JAMA Cardiology,6.231,127,14.74637681,4.043857858,228,879,4074,6547443,6565,0.009444021,0.441410694,430,6.57,17.87,10,American Medical Association,1
The Lancet Global Health,6.221,153,12.50226326,3.484537257,396,1075,7221,8889761,8254,0.009813424,0.317209302,389,6.18,18.23,13,Elsevier Ltd,1
Progress in Polymer Science,6.211,346,28.03896104,5.14274983,50,158,14572,1241058,4452,0.011455526,0.03164557,154,26.1,291.44,51,Elsevier Ltd,1
Advanced Powder Materials,6.197,40,28.825,4.073474108,42,42,2751,195735,1212,0.048679868,0.047619048,40,28.86,65.5,4,KeAi Communications Co.,1
JAMA Neurology,6.194,284,19.04485488,5.275604175,228,724,5116,5614915,7020,0.01025641,0.379834254,405,8.85,22.44,13,American Medical Association,1
IEEE Transactions on Pattern Analysis and Machine Intelligence,6.158,435,19.26188418,6.470420495,1054,1246,79813,11690129,27793,0.045371137,0.068218299,1234,20.51,75.72,48,IEEE Computer Society,1
Philosophical Review,6.146,70,5.355003935,2.191307901,9,29,872,191807,164,0.030487805,0.034482759,25,2.67,96.89,33,Duke University Press,1
Annals of the Rheumatic Diseases,6.138,300,16.61120841,4.626416489,413,1446,10580,10750632,11050,0.059366516,0.349930844,601,7.64,25.62,80,Elsevier B.V.,1
Progress in Energy and Combustion Science,6.114,243,33.90625,7.565760001,31,98,10672,763144,3395,0.006774669,0.010204082,97,35,344.26,51,Elsevier B.V.,1
Nature Human Behaviour,6.097,113,21.08374384,6.191725599,259,623,13712,5087645,9094,0.012755663,0.179775281,448,12.63,52.94,9,Nature Publishing Group,1
Proceedings of the IEEE,6.085,339,20.05319149,6.982081212,65,303,11573,2178308,7758,0.004640371,0.079207921,297,30.47,178.05,63,Institute of Electrical and Electronics Engineers Inc.,1
Journal of Labor Economics,6.084,136,4.016393443,2.69044122,41,123,2045,1025057,532,0.013157895,0.195121951,122,3.64,49.88,37,University of Chicago Press,1
Foundations and Trends in Signal Processing,6.069,22,11.42857143,4.68509525,3,8,365,57229,135,0,0.125,8,21.17,121.67,17,Now Publishers Inc,1
Pharmacological Reviews,6.05,264,19.69,4.626042137,34,102,13259,741928,2087,0.00143747,0.039215686,100,19.13,389.97,76,Elsevier Inc.,1
Trends in Cell Biology,6.002,271,16.5787037,3.193934744,106,292,7888,2361727,3945,0.005069708,0.102739726,283,9.16,74.42,35,Elsevier Ltd,1
Journal of Marketing Research,5.984,212,6.85026738,2.466953787,60,184,4145,1428598,1277,0.032889585,0.059782609,180,5.75,69.08,32,American Marketing Association,1
Molecular Plant,5.967,178,20.18114144,4.834037221,180,552,10741,3918125,9127,0.01983127,0.144927536,441,10.35,59.67,18,Cell Press,1
Materials Today,5.949,244,22.20212766,3.256870302,180,473,25493,3515296,10722,0.009886215,0.025369979,471,20.65,141.63,25,Elsevier B.V.,1
Accounts of Chemical Research,5.948,472,18.17837838,3.287734171,330,949,19657,7755411,17634,0.006408075,0.02739726,926,16.53,59.57,58,American Chemical Society,1
Nature Machine Intelligence,5.94,94,21.40397351,5.701901518,175,427,8496,2736278,8274,0.014744984,0.138173302,303,15.42,48.55,7,Springer International Publishing,1
Nature Reviews Nephrology,5.939,177,20.54077253,5.452778592,126,420,8831,3147493,5609,0.007666251,0.338095238,235,10.73,70.09,17,Nature Publishing Group,1
JAMA,5.928,794,17.25436844,4.575434358,1610,4753,13499,36678923,45505,0.007845292,0.430885756,1818,7.87,8.38,143,American Medical Association,1
IEEE Wireless Communications,5.926,198,10.84107579,2.915896601,145,456,1879,3354468,5764,0.01092991,0.065789474,416,11.1,12.96,24,Institute of Electrical and Electronics Engineers Inc.,1
Progress in Retinal and Eye Research,5.923,200,19.04487179,5.554230231,52,159,14915,1166828,3152,0.028236041,0.018867925,158,19.73,286.83,32,Elsevier Ltd,1
European Journal of Heart Failure,5.919,185,11.88679245,3.208211889,333,1035,10077,7460762,7182,0.123363965,0.356521739,537,6.47,30.26,27,John Wiley and Sons Ltd,1
Annual Review of Entomology,5.909,239,21.80555556,7.536666354,24,75,3272,557321,1648,0.00788835,0.08,72,15.18,136.33,61,Annual Reviews Inc.,1
Physical Review X,5.896,198,12.25165563,2.963642518,194,766,15685,5669608,9404,0.017971076,0.037859008,761,12.07,80.85,15,American Physical Society,1
Nature Geoscience,5.874,280,15.39814815,3.941939211,233,557,9426,4583516,7085,0.012279464,0.190305206,434,10.94,40.45,18,Nature Publishing Group,1
Developmental Cell,5.828,306,9.836890244,2.093073935,216,817,15915,6104811,6777,0.015641139,0.203182375,673,7.94,73.68,25,Cell Press,1
Entrepreneurship Theory and Practice,5.819,212,14.49655172,4.215024687,81,160,9391,1290850,2247,0.089007566,0,145,13.2,115.94,22,SAGE Publications Ltd,1
International Journal of Information Management,5.775,196,25.01773836,5.824668504,92,464,9481,3120891,12439,0.03577458,0.021551724,450,23.15,103.05,41,Elsevier Ltd,1
Review of Educational Research,5.772,198,16.13888889,7.746846969,27,74,3412,581013,1206,0.015754561,0.040540541,73,11.27,126.37,95,SAGE Publications Inc.,1
JACC: Heart Failure,5.724,118,10.55,2.948058436,278,518,5171,4523757,2601,0.038062284,0.453667954,222,4.18,18.6,13,Elsevier Inc.,1
Nature Aging,5.705,51,12.16853933,2.729758538,199,284,7668,1519698,2453,0.025275173,0.285211268,174,8.64,38.53,5,Springer,0
Diabetes Care,5.694,433,12.66814552,4.126563399,403,1515,14007,11021934,16581,0.031180267,0.15709571,1188,11.32,34.76,48,American Diabetes Association Inc.,1
InfoMat,5.672,86,21.25925926,2.880802294,81,230,7128,766942,4908,0.01405868,0.008695652,229,20.69,88,7,John Wiley and Sons Ltd,1
Clinical Psychology Review,5.653,269,15.81858407,5.24406596,65,230,6664,1614876,3567,0.0058873,0.02173913,227,15.36,102.52,45,Elsevier Inc.,1
Information Fusion,5.647,179,20.96882494,6.087155442,377,461,31043,4301645,11626,0.068983313,0.041214751,449,21.35,82.34,26,Elsevier B.V.,1
Marketing Science,5.643,159,5.241176471,2.561771476,60,176,2494,1357332,997,0.070210632,0.136363636,170,5.15,41.57,30,INFORMS Institute for Operations Research and the Management Sciences,1
IEEE Transactions on Cybernetics,5.641,208,12.3583499,3.194244312,640,2067,31222,13579062,26456,0.076995767,0.035316884,2067,10.93,48.78,13,IEEE Advancing Technology for Humanity,1
Organization Science,5.632,294,6.418326693,2.164243321,104,252,11655,2034148,1619,0.043236566,0.05952381,252,6.43,112.07,30,INFORMS Institute for Operations Research and the Management Sciences,1
IEEE Communications Magazine,5.631,295,9.952586207,3.087943564,291,601,3566,5069204,6306,0.019346654,0.249584027,482,8.16,12.25,47,Institute of Electrical and Electronics Engineers Inc.,1
Perspectives on Psychological Science,5.597,196,13.34146341,4.994517476,110,291,12242,2155200,4025,0.02484472,0.051546392,286,12.64,111.29,20,SAGE Publications Ltd,1
Annual Review of Biophysics,5.561,178,11.6984127,2.640670549,26,63,3721,537287,791,0.002528445,0.015873016,63,10.88,143.12,17,Annual Reviews Inc.,1
Nature Chemical Biology,5.558,272,12.95081967,2.429520393,263,718,8136,5581017,6032,0.010112732,0.346796657,523,7.52,30.94,21,Nature Research,1
Nature Reviews Psychology,5.549,33,14.79166667,5.77084373,127,125,9660,579932,823,0.014580802,0.432,48,6.58,76.06,4,Nature Publishing Group,1
Advanced Functional Materials,5.496,428,19.31006775,2.516484682,2809,6402,192442,48441325,122966,0.04479287,0.018744142,6368,18.55,68.51,26,Wiley-VCH Verlag,1
JAMA Pediatrics,5.494,231,16.3265896,5.295688687,323,1149,6118,8164316,7154,0.014117976,0.391644909,368,6.42,18.94,13,American Medical Association,1
EMBO Journal,5.489,441,10.05208333,1.963129502,330,872,24321,6895801,7909,0.014919712,0.103211009,775,8.38,73.7,44,Springer Science and Business Media Deutschland GmbH,1
Journal of the American Chemical Society,5.489,734,14.47591418,2.479943195,2979,7427,174749,60101985,108489,0.063342827,0.029083075,7409,14,58.66,147,American Chemical Society,1
Review of Accounting Studies,5.481,107,7.283464567,3.682882252,70,119,4094,998371,804,0.023631841,0.218487395,119,6.53,58.49,30,Springer New York,1
Annual Review of Medicine,5.48,182,14.79787234,3.083183098,35,94,2893,739493,1461,0.000684463,0.031914894,94,15.72,82.66,75,Annual Reviews Inc.,1
Manufacturing and Service Operations Management,5.466,116,6.816155989,2.444067698,167,362,7813,2755427,2381,0.084838303,0.113259669,359,4.91,46.78,27,INFORMS Institute for Operations Research and the Management Sciences,1
Annual Review of Public Health,5.44,189,14.5862069,5.109637052,24,57,2571,665099,1289,0.003878976,0.01754386,29,16.59,107.13,44,Annual Reviews Inc.,1
Management Science,5.438,303,6.171735242,2.884668247,388,1126,21282,8271403,6845,0.057268079,0.108348135,1119,5.28,54.85,57,INFORMS Institute for Operations Research and the Management Sciences,1
Journal of Consumer Research,5.428,234,8.396103896,3.113142619,51,165,3621,1325573,1135,0.047577093,0.16969697,163,6.6,71,33,Oxford University Press,1
Review of Corporate Finance Studies,5.418,28,10.66666667,3.412232312,20,67,990,446646,639,0.006259781,0.28358209,67,2.2,49.5,14,Oxford University Press,1
The Lancet Microbe,5.392,53,13.83337094,3.628469543,192,396,4033,2489853,3428,0.021003501,0.275252525,164,8.58,21.01,6,Elsevier Ltd,1
Energy Storage Materials,5.374,185,19.72520025,2.380873601,573,1636,44979,11777109,31959,0.047060296,0.014669927,1629,19.38,78.5,11,Elsevier B.V.,1
IEEE Transactions on Wireless Communications,5.371,264,9.05729443,2.530177439,668,1927,28831,12977722,20975,0.077663886,0.072132849,1927,10.28,43.16,25,Institute of Electrical and Electronics Engineers Inc.,1
Advanced Photonics,5.361,55,17.09876543,5.043324921,70,140,3883,538999,2068,0.013539652,0.092857143,107,16.94,55.47,6,SPIE,1
Organization Studies,5.349,187,7.142241379,3.064205542,104,237,5944,1841713,1732,0.140300231,0.046413502,232,6.71,57.15,46,SAGE Publications Ltd,1
American Journal of Respiratory and Critical Care Medicine,5.336,436,12.34061135,3.577389131,629,2136,12243,15987813,12000,0.038666667,0.395599251,779,5.51,19.46,33,American Thoracic Society,1
Annals of Statistics,5.335,202,4.675799087,3.394517575,97,445,5170,3013532,2271,0.065609863,0.161797753,441,4.2,53.3,29,Institute of Mathematical Statistics,1
Molecular Systems Biology,5.305,178,8.981651376,1.821874527,56,237,4036,1625302,2102,0.015223597,0.101265823,218,7.75,72.07,21,Springer Science and Business Media Deutschland GmbH,1
Angewandte Chemie - International Edition,5.3,667,15.75476812,2.367352326,4059,10217,248313,78659857,158994,0.070512095,0.043163355,10120,15.46,61.18,64,John Wiley and Sons Ltd,1
EnergyChem,5.274,50,21.96875,2.717706981,20,64,5227,294845,1431,0.014675052,0,64,22.49,261.35,7,Elsevier B.V.,1
Blood,5.272,540,12.11760841,3.149414612,807,2617,25092,18972703,20901,0.036792498,0.31218953,1653,7.53,31.09,80,Elsevier B.V.,1
IEEE Transactions on Evolutionary Computation,5.209,222,13.32129964,3.517088599,163,285,8581,2338708,4245,0.111189635,0.052631579,280,12.56,52.64,29,Institute of Electrical and Electronics Engineers Inc.,1
Molecular Neurodegeneration,5.205,126,14.49282297,2.566103723,90,220,10080,1604554,3042,0.022682446,0.086363636,210,12.4,112,20,BioMed Central Ltd,1
Mycosphere,5.204,47,15.62068966,4.789277085,32,59,7567,450169,953,0.119622246,0.06779661,58,11.05,236.47,12,Zhongkai University,1
Carbon Energy,5.202,73,21.8525641,2.50506933,124,157,9429,1078969,3365,0.080534918,0.012738854,157,20.51,76.04,7,John Wiley &amp; Sons Inc.,1
Reports on Progress in Physics,5.195,259,18.50420168,5.340022724,41,119,12355,992284,2261,0.00398054,0.025210084,119,19.99,301.34,88,IOP Publishing Ltd.,1
Light: Science and Applications,5.187,174,18.12244898,4.499555488,296,736,13783,5240621,12472,0.019884541,0.095108696,649,15.58,46.56,14,Nature Publishing Group,1
Trends in Ecology and Evolution,5.165,396,14.75793651,3.984353944,153,425,8171,3297323,4559,0.024128098,0.129411765,332,10.33,53.41,40,Elsevier Ltd,1
Journal of Public Economics,5.144,184,8.374396135,3.209145589,169,416,8711,3005825,3523,0.018734033,0.163461538,414,5.41,51.54,54,Elsevier B.V.,1
Nature Plants,5.134,148,14.68160377,3.236439115,273,685,10445,5383275,6327,0.015805279,0.344525547,442,8.53,38.26,12,Nature Research,1
Brookings Papers on Economic Activity,5.133,99,5.255319149,2.857005948,12,52,414,353314,295,0.010169492,0.192307692,49,3.1,34.5,31,Brookings Institution Press,1
Applied Catalysis B: Environmental,5.112,353,21.62207671,2.586528869,1045,3230,63928,23728179,69363,0.055000505,0.013931889,3225,21.48,61.18,34,Elsevier B.V.,1
Psychotherapy and Psychosomatics,5.104,123,14,4.645081634,46,176,1992,1278912,1681,0.054729328,0.181818182,104,10.27,43.3,73,S. Karger AG,1
American Political Science Review,5.07,215,7.811643836,4.644571158,116,300,7516,2270500,2114,0.032639546,0.106666667,292,5.66,64.79,120,Cambridge University Press,1
The Lancet Planetary Health,5.057,90,15.76533441,3.960322787,140,453,4601,3101558,5284,0.019492808,0.242825607,232,12.02,32.86,9,Elsevier B.V.,1
Nature Ecology and Evolution,5.056,140,13.24131274,3.600431821,289,809,13443,6318477,7485,0.013226453,0.259579728,565,7.85,46.52,10,Nature Research,1
Matter,5.048,111,15.03511236,2.151452104,341,998,17261,5885898,11379,0.015467088,0.186372745,719,10.33,50.62,7,Cell Press,1
Analytic Methods in Accident Research,5.02,63,14.15909091,3.174874257,33,88,2448,632894,1237,0.240097009,0.011363636,88,13.8,74.18,12,Elsevier B.V.,1
Foundations and Trends in Systems and Control,5.016,21,8.833333333,6.984365207,1,7,291,45763,66,0,0.142857143,7,9,291,11,Now Publishers Inc,1
Genes and Development,5.015,489,8.3374613,1.671837731,99,332,4807,2621602,2799,0.00785995,0.096385542,332,6.46,48.56,39,Cold Spring Harbor Laboratory Press,1
Hepatology,5.011,415,12.89756592,3.000574517,468,1575,15839,11552516,13660,0.027818448,0.337777778,1047,7.87,33.84,45,Lippincott Williams and Wilkins,1
Journal of the National Cancer Institute,4.986,394,8.764587525,2.555531279,234,717,7750,5186536,4752,0.023569024,0.241283124,508,6.75,33.12,86,Oxford University Press,1
Genome Medicine,4.975,133,11.35224586,2.375224912,113,435,7801,2882535,5055,0.009891197,0.059770115,428,9.81,69.04,17,BioMed Central Ltd,1
Radiocarbon,4.956,96,7.91503268,4.740071917,82,318,4159,2070818,2413,0.06174886,0.301886792,309,2,50.72,39,Cambridge University Press,1
The Lancet Regional Health - Europe,4.955,55,13.21244537,3.43700189,225,489,6706,2184927,4002,0.009495252,0.224948875,268,8.18,29.8,5,Elsevier Ltd,1
PRX Quantum,4.954,62,9.68442623,2.207571954,191,492,15811,1810229,5074,0.055577454,0.058943089,487,10.36,82.78,6,American Physical Society,1
Foundations and Trends in Computer Graphics and Vision,4.952,30,15.57142857,5.706407079,4,7,671,53734,161,0,0,7,9.17,167.75,18,Now Publishers Inc,1
Cancer Communications,4.95,94,18.04571429,3.595982833,104,289,4833,1895902,3573,0.015952981,0.093425606,176,12.41,46.47,9,John Wiley &amp; Sons Inc.,1
Journal of Service Research,4.948,156,13.05376344,3.271797901,41,106,2979,763993,1441,0.078417765,0.028301887,93,13.39,72.66,28,SAGE Publications Inc.,1
International Organization,4.932,168,8.292035398,4.3595959,28,115,2431,758484,1036,0.027027027,0.104347826,113,7.8,86.82,79,Cambridge University Press,1
Circulation Research,4.903,402,15.47557471,3.426031186,236,880,16180,6632630,10991,0.014193431,0.219318182,750,10.92,68.56,73,Lippincott Williams and Wilkins,1
IEEE Signal Processing Magazine,4.896,219,14.43367347,5.468855568,86,258,2535,1852335,3679,0.007610764,0.310077519,223,8.38,29.48,34,Institute of Electrical and Electronics Engineers Inc.,1
Annual Review of Marine Science,4.891,133,14.66666667,3.926245773,23,67,3008,516399,1014,0.00887574,0.149253731,64,13.84,130.78,17,Annual Reviews Inc.,1
Nature Food,4.891,76,19.45138889,4.461230869,221,615,5798,2723974,6766,0.028524978,0.333333333,317,10.39,26.24,6,Springer Nature,1
Trends in Neurosciences,4.891,326,14.64953271,3.414593988,102,301,9452,2180403,3510,0.004843305,0.129568106,294,10.59,92.67,48,Elsevier Ltd,1
Nature Communications,4.887,577,15.23519834,3.009719171,8190,20763,506210,155472330,310673,0.028647485,0.052160092,20361,13.71,61.81,16,Nature Research,1
Cell Systems,4.872,98,8.105882353,1.74561604,94,312,6114,2439766,2260,0.01460177,0.189102564,267,6.85,65.04,11,Cell Press,1
IEEE Transactions on Smart Grid,4.863,253,10.37654321,2.944640854,399,1342,15250,9933335,16855,0.052625334,0.022354694,1340,10.96,38.22,16,Institute of Electrical and Electronics Engineers Inc.,1
Annual Review of Financial Economics,4.854,49,5.035087719,2.245909337,32,59,2391,443188,314,0.035031847,0.237288136,57,5.3,74.72,15,Annual Reviews Inc.,1
Cellular and Molecular Immunology,4.838,135,15.6040724,2.614558276,148,669,8892,3908745,8319,0.007092199,0.146487294,446,11.76,60.08,22,Springer Nature,1
Journal of Clinical Investigation,4.833,558,11.02042042,2.153207356,531,1759,28763,12816411,19323,0.009470579,0.10005685,1705,9.99,54.17,81,American Society for Clinical Investigation,1
Studies in Mycology,4.821,126,18.92592593,6.1199094,11,30,2436,237187,562,0.017793594,0.033333333,29,14.53,221.45,28,Westerdijk Fungal Biodiversity Institute,1
Nature Reviews Rheumatology,4.818,198,13.78999606,3.524897659,172,526,7834,3761783,4845,0.013209494,0.492395437,289,8.48,45.55,17,Nature Research,1
Acta Mathematica,4.814,80,3.965517241,4.08935785,9,29,526,207626,122,0.016393443,0.103448276,29,5.17,58.44,133,Springer Netherlands,1
Journal of Business Venturing,4.813,235,10.97790055,3.045266514,35,180,4060,1214741,1829,0.050847458,0.033333333,180,8.39,116,41,Elsevier Inc.,1
Personality and Social Psychology Review,4.795,194,11.25641026,4.740030554,16,39,2858,334863,457,0.015317287,0,38,8.58,178.63,29,SAGE Publications Inc.,1
Cement and Concrete Research,4.781,315,12.68765743,2.871576089,231,806,16404,5819467,10396,0.084263178,0.021091811,793,11.68,71.01,55,Elsevier Ltd,1
Nature Synthesis,4.759,41,10.03623188,2.033172824,212,178,6444,941043,1351,0.017024426,0.415730337,135,7.59,30.4,4,Nature Publishing Group,1
Trends in Cognitive Sciences,4.758,375,16.54976303,5.708728276,131,382,9448,2921073,4480,0.017633929,0.096858639,327,9.95,72.12,29,Elsevier Ltd,1
Periodontology 2000,4.744,161,21.59310345,5.737081048,65,149,8574,1103790,3071,0.011071312,0.020134228,146,17.73,131.91,33,Blackwell Munksgaard,1
